100236,'04-JUL-00',direct,10001,4,38.48,165,1
100943,'11-DEC-00',online,10001,7,10.61,165,2
100000,'11-JAN-99',online,10001,10,3.3,165,1
100001,'11-JAN-99',direct,10001,9,30.82,165,1
100002,'11-JAN-99',online,10001,8,61.81,165,1
100707,'20-JUN-99',online,10001,3,75.38,165,1
100472,'27-DEC-99',online,10001,8,82.6,165,1
100473,'06-JAN-00',online,10002,4,174.59,166,2
100237,'14-JUL-00',online,10002,6,11.74,166,1
100944,'21-DEC-00',online,10002,2,44.58,166,1
100003,'21-JAN-99',online,10002,4,12.77,166,2
100708,'30-JUN-99',online,10002,4,11.98,166,2
100709,'10-JUL-99',online,10003,3,35.94,167,1
100474,'16-JAN-00',online,10003,8,79.17,167,1
100238,'24-JUL-00',online,10003,6,13.76,167,2
100945,'31-DEC-00',online,10003,5,11.38,167,1
100004,'31-JAN-99',online,10003,8,82.32,167,1
100239,'03-AUG-00',online,10004,4,41.41,168,1
100005,'10-FEB-99',online,10004,10,32.75,168,1
100946,'11-JAN-99',direct,10004,6,18.17,168,1
100710,'20-JUL-99',online,10004,10,35.64,168,1
100711,'20-JUL-99',direct,10004,6,13.76,168,1
100475,'26-JAN-00',online,10004,10,32.01,168,1
100476,'05-FEB-00',direct,10005,10,42.04,169,1
100240,'13-AUG-00',online,10005,10,7.11,169,1
100241,'13-AUG-00',direct,10005,5,21.81,169,1
100242,'13-AUG-00',online,10005,10,27.47,169,1
100006,'20-FEB-99',direct,10005,10,11.4,169,1
100947,'21-JAN-99',online,10005,5,23.18,169,1
100712,'30-JUL-99',online,10005,10,80.56,169,1
100007,'02-MAR-99',online,10006,8,7.84,170,1
100713,'09-AUG-99',online,10006,2,55.77,170,2
100477,'15-FEB-00',online,10006,8,18.28,170,1
100243,'23-AUG-00',online,10006,2,4.52,170,2
100948,'31-JAN-99',online,10006,2,2.63,170,2
100244,'02-SEP-00',online,10007,2,25.14,171,1
100949,'10-FEB-99',online,10007,7,9.09,171,1
100008,'12-MAR-99',online,10007,4,38.07,171,2
100714,'19-AUG-99',online,10007,2,55.41,171,1
100478,'25-FEB-00',online,10007,4,24.47,171,2
100479,'06-MAR-00',online,10008,8,61.57,172,1
100245,'12-SEP-00',online,10008,10,26.92,172,1
100950,'20-FEB-99',online,10008,10,31.91,172,1
100951,'20-FEB-99',direct,10008,2,7.35,172,1
100009,'22-MAR-99',online,10008,8,28.8,172,1
100715,'29-AUG-99',online,10008,10,23.71,172,1
100010,'01-APR-99',online,10009,10,211.89,173,1
100011,'01-APR-99',direct,10009,1,144.31,173,1
100952,'02-MAR-99',online,10009,2,41.95,173,1
100716,'08-SEP-99',direct,10009,6,34.04,173,1
100480,'16-MAR-00',online,10009,10,8.48,173,1
100481,'16-MAR-00',direct,10009,1,12.14,173,1
100482,'16-MAR-00',online,10009,2,43.8,173,1
100246,'22-SEP-00',direct,10009,6,64.08,173,1
100247,'02-OCT-00',online,10010,10,74.14,164,1
100012,'11-APR-99',online,10010,10,14.42,164,1
100953,'12-MAR-99',online,10010,10,16.78,164,2
100717,'18-SEP-99',online,10010,10,8.08,164,1
100483,'26-MAR-00',online,10010,10,3.15,164,2
100484,'05-APR-00',online,10011,6,19.63,165,1
100248,'12-OCT-00',online,10011,2,296.98,165,2
100013,'21-APR-99',online,10011,7,26.62,165,2
100954,'22-MAR-99',online,10011,6,7.62,165,1
100718,'28-SEP-99',online,10011,2,14.45,165,2
100955,'01-APR-99',online,10012,10,4.05,166,1
100014,'01-MAY-99',online,10012,2,29.46,166,1
100719,'08-OCT-99',online,10012,2,347.02,166,1
100485,'15-APR-00',online,10012,10,18.92,166,1
100249,'22-OCT-00',online,10012,2,50.1,166,1
100250,'01-NOV-00',online,10013,10,122.67,167,1
100251,'01-NOV-00',direct,10013,7,104.88,167,1
100956,'11-APR-99',direct,10013,2,81.69,167,1
100015,'11-MAY-99',online,10013,5,7.79,167,1
100720,'18-OCT-99',online,10013,10,65.83,167,1
100721,'18-OCT-99',direct,10013,7,78.59,167,1
100722,'18-OCT-99',online,10013,4,55.74,167,1
100486,'25-APR-00',direct,10013,2,7.74,167,1
100487,'05-MAY-00',online,10014,2,5.01,168,1
100252,'11-NOV-00',online,10014,2,8.54,168,1
100957,'21-APR-99',online,10014,2,105.56,168,1
100016,'21-MAY-99',direct,10014,6,60.26,168,1
100723,'28-OCT-99',online,10014,8,6.1,168,2
100958,'01-MAY-99',online,10015,10,76.87,169,2
100724,'07-NOV-99',online,10015,10,35.69,169,1
100488,'15-MAY-00',online,10015,10,20.97,169,2
100253,'21-NOV-00',online,10015,5,29.7,169,2
100017,'31-MAY-99',online,10015,5,32.34,169,1
100254,'01-DEC-00',online,10016,6,121.69,170,1
100018,'10-JUN-99',online,10016,2,20.67,170,2
100959,'11-MAY-99',online,10016,6,195.78,170,1
100725,'17-NOV-99',online,10016,10,42.08,170,1
100489,'25-MAY-00',online,10016,6,9.98,170,1
100490,'04-JUN-00',online,10017,10,14.11,171,1
100491,'04-JUN-00',direct,10017,3,36.8,171,1
100255,'11-DEC-00',online,10017,5,26.99,171,1
100019,'20-JUN-99',online,10017,7,11.13,171,1
100960,'21-MAY-99',online,10017,10,32.54,171,1
100961,'21-MAY-99',direct,10017,3,91.82,171,1
100962,'21-MAY-99',online,10017,6,65.84,171,1
100726,'27-NOV-99',direct,10017,8,63.93,171,1
100727,'07-DEC-99',online,10018,4,23.38,172,1
100492,'14-JUN-00',online,10018,4,6.5,172,1
100256,'21-DEC-00',direct,10018,2,165.86,172,1
100020,'30-JUN-99',online,10018,10,34.61,172,1
100021,'30-JUN-99',direct,10018,2,14.08,172,1
100022,'30-JUN-99',online,10018,4,24.11,172,1
100963,'31-MAY-99',online,10018,6,10.58,172,2
100023,'10-JUL-99',online,10019,3,39.2,173,2
100964,'10-JUN-99',online,10019,4,80.94,173,1
100728,'17-DEC-99',online,10019,8,21.48,173,2
100493,'24-JUN-00',online,10019,3,21.38,173,2
100257,'31-DEC-00',online,10019,7,50.91,173,1
100494,'04-JUL-00',online,10020,10,43.54,164,1
100258,'11-JAN-99',online,10020,10,13.68,164,2
100024,'20-JUL-99',online,10020,10,5.87,164,1
100965,'20-JUN-99',online,10020,10,112.93,164,1
100729,'27-DEC-99',online,10020,10,8.48,164,1
100730,'06-JAN-00',online,10021,10,23.35,165,1
100731,'06-JAN-00',direct,10021,9,41.86,165,1
100495,'14-JUL-00',online,10021,5,11.98,165,1
100259,'21-JAN-99',online,10021,1,64.36,165,1
100025,'30-JUL-99',online,10021,5,11.13,165,1
100966,'30-JUN-99',direct,10021,4,92.73,165,1
100026,'09-AUG-99',direct,10022,8,19.43,166,1
100967,'10-JUL-99',online,10022,6,38.63,166,1
100732,'16-JAN-00',online,10022,6,5.69,166,1
100496,'24-JUL-00',direct,10022,8,71.88,166,1
100260,'31-JAN-99',online,10022,10,369.59,166,1
100261,'31-JAN-99',direct,10022,8,52.78,166,1
100262,'31-JAN-99',online,10022,6,43.25,166,1
100497,'03-AUG-00',online,10023,9,32.34,167,1
100263,'10-FEB-99',online,10023,1,56.12,167,2
100027,'19-AUG-99',online,10023,9,7.11,167,1
100968,'20-JUL-99',online,10023,6,102.96,167,2
100733,'26-JAN-00',online,10023,1,14.01,167,2
100734,'05-FEB-00',online,10024,4,24.4,168,1
100498,'13-AUG-00',online,10024,8,41.28,168,2
100264,'20-FEB-99',online,10024,4,9.14,168,1
100028,'29-AUG-99',online,10024,8,42.9,168,2
100969,'30-JUL-99',online,10024,4,119.6,168,1
100265,'02-MAR-99',online,10025,5,19.36,169,1
100029,'08-SEP-99',online,10025,5,22.27,169,1
100970,'09-AUG-99',online,10025,10,192.4,169,1
100971,'09-AUG-99',direct,10025,5,98.69,169,1
100735,'15-FEB-00',online,10025,5,2.63,169,1
100499,'23-AUG-00',online,10025,5,25.52,169,1
100500,'02-SEP-00',online,10026,10,90.04,170,1
100501,'02-SEP-00',direct,10026,4,36.94,170,1
100502,'02-SEP-00',online,10026,8,34.19,170,1
100266,'12-MAR-99',direct,10026,4,55.77,170,1
100030,'18-SEP-99',online,10026,10,13.56,170,1
100031,'18-SEP-99',direct,10026,4,7.06,170,1
100972,'19-AUG-99',online,10026,8,5.62,170,1
100736,'25-FEB-00',direct,10026,4,16.38,170,1
100737,'06-MAR-00',online,10027,1,24.8,171,1
100503,'12-SEP-00',online,10027,9,29.24,171,2
100267,'22-MAR-99',online,10027,1,8.48,171,1
100032,'28-SEP-99',online,10027,6,35.57,171,1
100973,'29-AUG-99',online,10027,9,15.22,171,2
100268,'01-APR-99',online,10028,6,44.23,172,2
100033,'08-OCT-99',online,10028,6,42.72,172,2
100974,'08-SEP-99',online,10028,8,37.33,172,1
100738,'16-MAR-00',online,10028,6,22.05,172,2
100504,'22-SEP-00',online,10028,8,4.04,172,1
100505,'02-OCT-00',online,10029,5,10.98,173,1
100269,'11-APR-99',online,10029,9,30.86,173,1
100034,'18-OCT-99',online,10029,4,179.7,173,1
100975,'18-SEP-99',online,10029,5,5.11,173,1
100739,'26-MAR-00',online,10029,9,12.55,173,1
100740,'05-APR-00',online,10030,10,33.06,164,1
100741,'05-APR-00',direct,10030,10,5.08,164,1
100742,'05-APR-00',online,10030,10,7.07,164,1
100506,'12-OCT-00',direct,10030,10,112.5,164,1
100270,'21-APR-99',online,10030,10,9.45,164,1
100271,'21-APR-99',direct,10030,10,7.03,164,1
100035,'28-OCT-99',online,10030,10,186.06,164,1
100976,'28-SEP-99',direct,10030,10,39.61,164,1
100272,'01-MAY-99',online,10031,8,28.21,165,1
100036,'07-NOV-99',direct,10031,4,25.05,165,1
100977,'08-OCT-99',online,10031,3,32.85,165,1
100743,'15-APR-00',online,10031,7,286.77,165,2
100507,'22-OCT-00',online,10031,3,65.83,165,1
100508,'01-NOV-00',online,10032,4,335.53,166,2
100273,'11-MAY-99',online,10032,4,5.16,166,2
100037,'17-NOV-99',online,10032,6,90.13,166,1
100978,'18-OCT-99',online,10032,4,5.49,166,2
100744,'25-APR-00',online,10032,2,52.78,166,1
100745,'05-MAY-00',online,10033,5,68.84,167,1
100509,'11-NOV-00',online,10033,3,41.32,167,1
100274,'21-MAY-99',online,10033,8,9.87,167,1
100038,'27-NOV-99',online,10033,6,130,167,2
100979,'28-OCT-99',online,10033,3,14.77,167,1
100039,'07-DEC-99',online,10034,4,8.54,168,1
100980,'07-NOV-99',online,10034,10,71.73,168,1
100981,'07-NOV-99',direct,10034,6,7.76,168,1
100982,'07-NOV-99',online,10034,2,22.57,168,1
100746,'15-MAY-00',direct,10034,6,115.72,168,1
100510,'21-NOV-00',online,10034,10,18.3,168,1
100511,'21-NOV-00',direct,10034,6,11.29,168,1
100275,'31-MAY-99',online,10034,10,31.21,168,1
100512,'01-DEC-00',online,10035,10,55.05,169,1
100276,'10-JUN-99',direct,10035,10,4.99,169,1
100040,'17-DEC-99',online,10035,10,53.28,169,1
100041,'17-DEC-99',direct,10035,5,93.65,169,1
100042,'17-DEC-99',online,10035,10,80.97,169,1
100983,'17-NOV-99',online,10035,5,20.96,169,2
100747,'25-MAY-00',online,10035,5,32.54,169,1
100748,'04-JUN-00',online,10036,2,192.34,170,2
100513,'11-DEC-00',online,10036,2,42.62,170,2
100277,'20-JUN-99',online,10036,8,11.07,170,1
100043,'27-DEC-99',online,10036,2,57.9,170,2
100984,'27-NOV-99',online,10036,6,2.43,170,1
100044,'06-JAN-00',online,10037,2,166.83,171,1
100985,'07-DEC-99',online,10037,5,10.09,171,1
100749,'14-JUN-00',online,10037,7,57.3,171,1
100514,'21-DEC-00',online,10037,2,27.52,171,1
100278,'30-JUN-99',online,10037,4,13.32,171,2
100279,'10-JUL-99',online,10038,8,6.5,172,1
100045,'16-JAN-00',online,10038,10,9.12,172,1
100986,'17-DEC-99',direct,10038,2,21.84,172,1
100750,'24-JUN-00',online,10038,10,31.74,172,1
100751,'24-JUN-00',direct,10038,2,38.62,172,1
100515,'31-DEC-00',online,10038,10,30.16,172,1
100752,'04-JUL-00',online,10039,2,198.1,173,1
100516,'11-JAN-99',direct,10039,6,4.24,173,1
100280,'20-JUL-99',online,10039,10,39.94,173,1
100281,'20-JUL-99',direct,10039,1,35.5,173,1
100282,'20-JUL-99',online,10039,2,35.94,173,1
100046,'26-JAN-00',direct,10039,6,183.96,173,1
100987,'27-DEC-99',online,10039,7,3.04,173,1
100047,'05-FEB-00',online,10040,10,235.95,164,1
100988,'06-JAN-00',online,10040,10,16.46,164,2
100753,'14-JUL-00',online,10040,10,61.82,164,2
100517,'21-JAN-99',online,10040,10,16.98,164,1
100283,'30-JUL-99',online,10040,10,23.96,164,2
100284,'09-AUG-99',online,10041,6,76.96,165,1
100048,'15-FEB-00',online,10041,2,26.39,165,2
100989,'16-JAN-00',online,10041,1,21.7,165,1
100754,'24-JUL-00',online,10041,6,54.07,165,1
100518,'31-JAN-99',online,10041,2,33.18,165,2
100755,'03-AUG-00',online,10042,10,311.28,166,1
100519,'10-FEB-99',online,10042,2,5.69,166,1
100285,'19-AUG-99',online,10042,10,27.52,166,1
100049,'25-FEB-00',online,10042,2,37.63,166,1
100990,'26-JAN-00',online,10042,10,22.32,166,1
100991,'26-JAN-00',direct,10042,8,15.48,166,1
100992,'05-FEB-00',online,10043,4,64.16,167,1
100050,'06-MAR-00',online,10043,10,29.16,167,1
100051,'06-MAR-00',direct,10043,7,9.14,167,1
100756,'13-AUG-00',direct,10043,2,59.8,167,1
100520,'20-FEB-99',online,10043,10,32.61,167,1
100521,'20-FEB-99',direct,10043,7,18.53,167,1
100522,'20-FEB-99',online,10043,4,7.89,167,1
100286,'29-AUG-99',direct,10043,2,49.04,167,1
100523,'02-MAR-99',online,10044,8,5.86,168,2
100287,'08-SEP-99',online,10044,2,116.88,168,1
100993,'15-FEB-00',online,10044,8,23.96,168,2
100052,'16-MAR-00',online,10044,2,50.81,168,1
100757,'23-AUG-00',online,10044,2,148.2,168,1
100758,'02-SEP-00',online,10045,10,128.99,169,2
100524,'12-MAR-99',online,10045,10,30.61,169,1
100288,'18-SEP-99',online,10045,10,18.47,169,2
100994,'25-FEB-00',online,10045,10,21.88,169,1
100053,'26-MAR-00',online,10045,5,41.71,169,2
100054,'05-APR-00',online,10046,6,25.44,170,1
100995,'06-MAR-00',online,10046,10,75.86,170,1
100759,'12-SEP-00',online,10046,6,5.62,170,1
100525,'22-MAR-99',online,10046,10,14.7,170,1
100289,'28-SEP-99',online,10046,6,28.95,170,1
100526,'01-APR-99',direct,10047,8,22.95,171,1
