62|"Private"|149617|"< Bach."|10|"Widowed"|"Exec."|"2"|"FreeShi"|"Female"|"U.S."|0|1.6|2|0|3|1|0|1|1|0|0|1|1|1|0|0|0|1|
41|"Private"|315834|"Bach."|13|"NeverM"|"Prof."|"2"|"FreeShi"|"Female"|"U.S."|0|4|4|0|4|1|0|1|0|1|1|1|1|1|0|0|1|2|
34|"Private"|279015|"< Bach."|10|"NeverM"|"Sales"|"2"|"FreeShi"|"Male"|"U.S."|0|6.5|7|0|6|1|0|1|0|1|1|0|1|1|0|0|1|3|
50|"Private"|271160|"< Bach."|10|"Divorc."|"Sales"|"2"|"FreeShi"|"Female"|"U.S."|0|4|4|0|5|1|0|1|0|1|1|1|1|1|0|0|1|4|
46|"Private"|34377|"Assoc-A"|12|"Married"|"Crafts"|"3"|"FreeShi"|"Male"|"U.S."|1|4|4|0|5|1|0|0|0|0|0|1|1|1|0|0|0|5|
20|"Private"|148709|"< Bach."|10|"NeverM"|"Prof."|"9+"|"FreeShi"|"Female"|"U.S."|0|2.5|3|0|2|1|0|1|0|0|0|0|1|1|1|0|0|6|
40|"Sta-gov"|390781|"HS-grad"|9|"Divorc."|"Other"|"2"|"Discoun"|"Female"|"U.S."|0|4.8|5|0|5|1|0|1|0|1|1|1|1|1|0|0|1|7|
41|"Private"|206565|"< Bach."|10|"NeverM"|"Crafts"|"2"|"Discoun"|"Male"|"U.S."|0|4.5|5|0|5|1|0|1|0|1|1|1|1|1|0|0|1|8|
29|"Private"|133937|"Bach."|13|"Married"|"Prof."|"3"|"FreeShi"|"Male"|"U.S."|1|4|4|0|3|1|0|1|0|0|0|0|1|1|1|0|0|9|
28|"Private"|416577|"HS-grad"|9|"Married"|"Crafts"|"3"|"Discoun"|"Male"|"U.S."|0|4|4|282.9|3|0|0|1|0|1|1|0|1|1|1|0|1|10|
31|"Private"|129804|"9th"|5|"NeverM"|"Farming"|"2"|"FreeShi"|"Male"|"P.Rico."|0|4|4|0|3|1|0|1|0|0|0|0|0|1|0|0|0|11|
35|"Private"|161637|"PhD"|16|"Married"|"Prof."|"3"|"Service"|"Male"|"Taiwan"|1|4|4|0|4|1|0|1|0|1|0|1|1|1|0|0|1|12|
42|"Private"|85995|"HS-grad"|9|"Married"|"Transp."|"3"|"FreeShi"|"Male"|"U.S."|0|5|5|0|5|1|0|0|0|0|0|1|1|1|0|0|0|13|
49|"Private"|31264|"HS-grad"|9|"Divorc."|"Cleric."|"2"|"FreeShi"|"Female"|"U.S."|0|3.5|4|0|5|1|0|0|0|0|0|1|1|1|0|0|0|14|
44|"Private"|355728|"< Bach."|10|"Separ."|"Exec."|"2"|"FreeShi"|"Male"|"England"|0|4.5|5|0|6|1|0|1|0|1|1|1|1|1|0|0|1|15|
34|"Private"|269723|"HS-grad"|9|"Divorc."|"Exec."|"9+"|"FreeShi"|"Female"|"U.S."|0|5|5|297.7|4|0|0|1|0|1|1|0|1|1|0|0|1|16|
68|"No-pay"|174695|"< Bach."|10|"Mabsent"|"Farming"|"9+"|"FreeShi"|"Female"|"U.S."|0|2.5|3|0|5|1|0|1|1|1|1|1|1|1|0|0|1|17|
27|"Private"|19395|"< Bach."|10|"Married"|"Handler"|"4-5"|"FreeShi"|"Female"|"U.S."|0|3.5|4|0|3|1|0|0|0|0|0|0|1|1|1|1|0|18|
32|"Private"|90969|"Assoc-V"|11|"Married"|"Transp."|"3"|"FreeShi"|"Male"|"U.S."|1|4.5|5|0|4|1|0|0|0|0|0|0|1|1|0|0|0|19|
57|"Loc-gov"|199546|"Masters"|14|"Divorc."|"Other"|"9+"|"Discoun"|"Female"|"U.S."|0|4|4|0|6|1|0|1|1|1|1|1|1|1|0|0|1|20|
39|"Private"|185099|"HS-grad"|9|"Married"|"Exec."|"3"|"FreeShi"|"Male"|"U.S."|0|4|4|0|4|1|0|1|0|1|1|1|1|1|0|0|1|21|
38|"Private"|187847|"Assoc-V"|11|"Married"|"Exec."|"3"|"FreeShi"|"Male"|"U.S."|1|5|5|0|5|1|0|1|0|1|1|1|1|1|0|0|1|22|
54|"SelfENI"|212165|"HS-grad"|9|"Married"|"Sales"|"3"|"FreeShi"|"Male"|"U.S."|0|6|6|0|8|1|0|1|0|1|1|1|1|1|0|0|1|23|
51|"Private"|115025|"HS-grad"|9|"Married"|"Crafts"|"3"|"FreeShi"|"Male"|"U.S."|0|4|4|0|5|1|0|1|0|0|0|1|1|1|0|0|0|24|
26|"Private"|162872|"Assoc-A"|12|"NeverM"|"Prof."|"2"|"FreeShi"|"Female"|"U.S."|0|4|4|0|3|1|0|1|0|1|0|0|1|1|1|0|1|25|
30|"Private"|302149|"Bach."|13|"Married"|"Sales"|"3"|"Service"|"Male"|"India"|0|4|4|0|3|1|0|1|0|1|1|0|1|1|0|0|1|26|
34|"Private"|314646|"9th"|5|"Married"|"Crafts"|"3"|"FreeShi"|"Male"|"U.S."|0|4|4|0|3|1|0|1|0|1|1|0|0|1|0|0|0|27|
32|"Private"|97306|"Bach."|13|"NeverM"|"Cleric."|"2"|"FreeShi"|"Female"|"U.S."|0|4.8|5|0|4|1|0|0|0|0|0|0|1|1|0|0|0|28|
41|"Private"|171615|"Assoc-A"|12|"Married"|"TechSup"|"3"|"FreeShi"|"Male"|"U.S."|1|4.5|5|0|5|1|0|1|0|1|1|1|1|1|0|0|1|29|
23|"SelfENI"|184370|"HS-grad"|9|"Divorc."|"Other"|"2"|"FreeShi"|"Female"|"U.S."|0|4|4|0|2|1|0|1|0|1|1|0|1|1|1|0|1|30|
36|"Private"|152744|"Bach."|13|"Divorc."|"Sales"|"6-8"|"Service"|"Female"|"South"|0|4|4|0|4|1|0|1|0|1|0|1|1|1|0|0|1|31|
38|"Private"|202683|"HS-grad"|9|"NeverM"|"Cleric."|"2"|"FreeShi"|"Male"|"U.S."|0|4|4|0|4|1|0|1|0|1|1|1|1|1|0|0|1|32|
45|"Private"|190482|"HS-grad"|9|"Divorc."|"Machine"|"9+"|"FreeShi"|"Male"|"U.S."|0|4|4|0|5|1|0|1|0|1|1|1|1|1|0|0|1|33|
40|"Sta-gov"|506329|"PhD"|16|"Married"|"Prof."|"3"|"Service"|"Male"|"Taiwan"|1|4|4|0|4|1|0|1|0|1|1|1|1|1|0|0|1|34|
30|"Private"|162442|"Bach."|13|"Married"|"Prof."|"4-5"|"FreeShi"|"Female"|"U.S."|1|5|5|768.8|4|1|1|1|0|1|0|0|1|1|0|0|1|35|
49|"SelfEI"|315998|"Bach."|13|"Married"|"Exec."|"3"|"FreeShi"|"Male"|"U.S."|0|5|5|0|6|1|0|1|0|1|1|1|1|1|0|0|1|36|
46|"Private"|249686|"Profsc"|15|"Separ."|"Prof."|"2"|"FreeShi"|"Male"|"U.S."|1|5|5|0|6|1|0|1|0|1|1|1|1|1|0|0|1|37|
