2|12008|1998-01-31|2.58|3.44|
2|12008|1998-02-28|2.58|3.44|
2|12008|1998-03-31|2.6775|3.57|
2|12008|1998-04-30|2.58|3.44|
2|12008|1998-05-31|2.58|3.44|
2|12008|1998-06-30|2.7975|3.73|
2|12008|1998-07-31|2.58|3.44|
2|12008|1998-08-31|2.58|3.44|
2|12008|1998-09-30|2.895|3.86|
2|12008|1998-10-31|2.58|3.44|
2|12008|1998-11-30|2.58|3.44|
2|12008|1998-12-31|2.895|3.86|
2|12008|1999-01-31|2.5725|3.43|
2|12008|1999-02-28|2.5725|3.43|
2|12008|1999-03-31|2.895|3.86|
2|12008|1999-04-30|2.5725|3.43|
2|12008|1999-05-31|2.5725|3.43|
2|12008|1999-06-30|2.895|3.86|
2|12008|1999-07-31|2.5725|3.43|
2|12008|1999-08-31|2.5725|3.43|
2|12008|1999-09-30|2.895|3.86|
2|12008|1999-10-31|2.5725|3.43|
2|12008|1999-11-30|2.5725|3.43|
2|12008|1999-12-31|2.895|3.86|
2|12008|2000-01-31|2.5725|3.43|
2|12008|2000-02-29|2.5725|3.43|
2|12008|2000-03-31|2.895|3.86|
2|12008|2000-04-30|2.5725|3.43|
2|12008|2000-05-31|2.5725|3.43|
2|12008|2000-06-30|2.895|3.86|
2|12008|2000-07-31|2.5725|3.43|
2|12008|2000-08-31|2.5725|3.43|
2|12008|2000-09-30|2.895|3.86|
2|12008|2000-10-31|2.5725|3.43|
2|12008|2000-11-30|2.5725|3.43|
2|12008|2000-12-31|2.895|3.86|
2|12008|2001-01-31|2.5725|3.43|
2|12008|2001-02-28|2.5725|3.43|
2|12008|2001-03-31|2.895|3.86|
2|12008|2001-04-30|2.5725|3.43|
2|12008|2001-05-31|2.5725|3.43|
2|12008|2001-06-30|2.895|3.86|
2|12008|2001-07-31|2.5725|3.43|
2|12008|2001-08-31|2.535|3.38|
2|12008|2001-09-30|2.8725|3.83|
2|12010|1998-01-31|9.66|12.88|
2|12010|1998-02-28|9.66|12.88|
2|12010|1998-03-31|10.53|14.04|
2|12010|1998-04-30|9.6675|12.89|
2|12010|1998-05-31|9.6675|12.89|
2|12010|1998-06-30|10.545|14.06|
2|12010|1998-07-31|9.6675|12.89|
2|12010|1998-08-31|9.6525|12.87|
2|12010|1998-09-30|10.3575|13.81|
2|12010|1998-10-31|9.645|12.86|
2|12010|1998-11-30|9.6525|12.87|
2|12010|1998-12-31|10.365|13.82|
2|12010|1999-01-31|9.645|12.86|
2|12010|1999-02-28|9.645|12.86|
2|12010|1999-03-31|10.365|13.82|
2|12010|1999-04-30|9.645|12.86|
2|12010|1999-05-31|9.645|12.86|
2|12010|1999-06-30|10.365|13.82|
2|12010|1999-07-31|9.645|12.86|
2|12010|1999-08-31|9.645|12.86|
2|12010|1999-09-30|10.365|13.82|
2|12010|1999-10-31|9.6525|12.87|
2|12010|1999-11-30|9.645|12.86|
2|12010|1999-12-31|10.365|13.82|
2|12010|2000-01-31|9.645|12.86|
2|12010|2000-02-29|9.645|12.86|
2|12010|2000-03-31|10.365|13.82|
2|12010|2000-04-30|9.645|12.86|
2|12010|2000-05-31|9.645|12.86|
2|12010|2000-06-30|10.365|13.82|
2|12010|2000-07-31|9.645|12.86|
2|12010|2000-08-31|9.645|12.86|
2|12010|2000-09-30|10.365|13.82|
2|12010|2000-10-31|9.645|12.86|
2|12010|2000-11-30|9.645|12.86|
2|12010|2000-12-31|10.365|13.82|
2|12010|2001-01-31|9.645|12.86|
2|12010|2001-02-28|9.645|12.86|
2|12010|2001-03-31|10.365|13.82|
2|12010|2001-04-30|9.645|12.86|
2|12010|2001-05-31|9.645|12.86|
2|12010|2001-06-30|10.365|13.82|
2|12010|2001-07-31|9.645|12.86|
2|12010|2001-08-31|9.495|12.66|
2|12010|2001-09-30|10.29|13.72|
2|12011|1998-01-31|11.805|15.74|
2|12011|1998-02-28|11.79|15.72|
2|12011|1998-03-31|12.78|17.04|
2|12011|1998-04-30|11.805|15.74|
2|12011|1998-05-31|11.79|15.72|
2|12011|1998-06-30|12.765|17.02|
2|12011|1998-07-31|11.775|15.7|
2|12011|1998-08-31|11.775|15.7|
2|12011|1998-09-30|12.8775|17.17|
2|12011|1998-10-31|11.775|15.7|
